ontoClassPrefLabel,ontoClassURI,ontoClassDefinition,mappedClassRelation,mappedClassURI,ontoParentClassPrefLabel,ontoParentClass,ontoPropertyURI,ontoPropertyPrefLabel,ontoPropertyDatatypeLabel,ontoPropertyDatatype
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca,technische levensduur,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/af6f3ba1-796d-3359-b326-660df67996b7,conditiescore NEN 2767,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),HasReference,https://identifier.buildingsmart.org/uri/buildingsmart/ifc/4.3/class/IfcCommunicationsAppliance,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsChildOf,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/f319b22c-6eff-3333-bf4f-123b2a79c8ce,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/f4d8d25a-eebf-3cd9-83f6-ffc8590cb878,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/1ea4c05f-9f05-39c4-bf37-1e8b3cf80c0e,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/e3f98a9b-cf8c-343c-99ce-bdd7e77c8df0,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/f0c71cf5-980b-318a-808c-44974d68bd74,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/1c5bfb0d-0867-31a1-b1b6-bebefd6e7809,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/df586308-de56-3d27-b524-898584ed37ed,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/4b21ec76-8b37-35e1-8976-0fc0ed8d862f,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bedienpaneel,https://otl.waternet.nl/def/a089e0f2-9a39-33b3-ae0b-10beaa16ef11,Paneel waarmee een bedienaar een installatie (lokaal) kan bedienen. (Bron: NEN 2767-4),IsPartOf,https://otl.waternet.nl/def/32ed8442-6777-3c26-bfed-973abc1c58e9,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e,tagcode,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e49f2aad-d8bc-3310-98a9-89ea99e8e56c,serienummer,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b,bouwjaar,gYear,http://www.w3.org/2001/XMLSchema#gYear
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/09cdff04-e42b-3b70-a23d-c23e7a3658cc,plaatsingsdatum,date,http://www.w3.org/2001/XMLSchema#date
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8,leverancier,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7,naam,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b,fabrikant,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430,omschrijving,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/c3c9882c-49b5-33d2-99c7-e0a7aaa94040,installateur,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/7e235565-64ef-3a15-9d35-0fbf7b9aa3b4,global trade identification number,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/43881d1e-42a2-4fd1-a3d0-a900cf6d4bf6,merk,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/163a7510-4e37-3da9-a7e7-aeb610b2f9a6,garantie einddatum,date,http://www.w3.org/2001/XMLSchema#date
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/34264104-97f8-3956-bcf0-f2bc74448034,type,string,http://www.w3.org/2001/XMLSchema#string
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255,bedrijfsstatus,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9a460f0d-21bf-3520-8c8f-f9545b4612ad,vakdiscipline,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/af6f3ba1-796d-3359-b326-660df67996b7,conditiescore NEN 2767,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9a4bdddb-3272-343e-86cc-a4428348c567,aanschafprijs,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/28ea326e-9545-4943-8e8c-4f8b00d00f80,vervangingswaarde,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca,technische levensduur,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),HasReference,https://identifier.buildingsmart.org/uri/buildingsmart/ifc/4.3/class/IfcDistributionSystemSECURITY,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),IsChildOf,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
beveiliging,https://otl.waternet.nl/def/b396bdf4-4772-3c33-92df-42789bb7acbc,Installatiedeel dat in het geval van een defect in werking treedt zodat schade aan overige installatiedelen wordt voorkomen. (Bron: Waternet),IsParentOf,https://otl.waternet.nl/def/0e0d92fc-1f8b-3fc5-bfb8-c078490bfd95,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/09cdff04-e42b-3b70-a23d-c23e7a3658cc,plaatsingsdatum,date,http://www.w3.org/2001/XMLSchema#date
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9c126169-1ba4-3531-bf9d-bbb32ed5f430,omschrijving,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/163a7510-4e37-3da9-a7e7-aeb610b2f9a6,garantie einddatum,date,http://www.w3.org/2001/XMLSchema#date
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/de592649-bb0a-3f79-9887-1d5bd9179a5b,bouwjaar,gYear,http://www.w3.org/2001/XMLSchema#gYear
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/34264104-97f8-3956-bcf0-f2bc74448034,type,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b,fabrikant,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/ec243e6c-a155-3d6c-be4e-eb423826ef1e,tagcode,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/7e235565-64ef-3a15-9d35-0fbf7b9aa3b4,global trade identification number,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e8f4ef80-fffc-3f92-91d9-ae33f0c605d7,naam,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e49f2aad-d8bc-3310-98a9-89ea99e8e56c,serienummer,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/23d25588-5235-3943-a10a-a120039ca7e8,leverancier,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/c3c9882c-49b5-33d2-99c7-e0a7aaa94040,installateur,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/43881d1e-42a2-4fd1-a3d0-a900cf6d4bf6,merk,string,http://www.w3.org/2001/XMLSchema#string
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9a460f0d-21bf-3520-8c8f-f9545b4612ad,vakdiscipline,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/e46c97a9-e682-3113-9448-82c3bc586255,bedrijfsstatus,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/28ea326e-9545-4943-8e8c-4f8b00d00f80,vervangingswaarde,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/9a4bdddb-3272-343e-86cc-a4428348c567,aanschafprijs,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/3339f0d0-0961-362b-a458-b5aa2abda2ca,technische levensduur,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",,,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,https://otl.waternet.nl/def/af6f3ba1-796d-3359-b326-660df67996b7,conditiescore NEN 2767,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",HasReference,https://identifier.buildingsmart.org/uri/buildingsmart/ifc/4.3/class/IfcDistributionSystemLIGHTNINGPROTECTION,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",IsChildOf,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bliksemafleider,https://otl.waternet.nl/def/0c5ddb07-0cac-3cf9-a8f6-07cb8c8ca1b1,"Metalen stang of constructie, aangebracht op een bouwwerk waar blikseminslag plaats kan vinden, die dient om schade door blikseminslag te voorkomen door de energie van de bliksem naar de grond te geleiden. (Bron: NEN 2767-4)",IsPartOf,https://otl.waternet.nl/def/f720e21d-ea8d-3ae4-82f9-1970c2083902,installatiedeel,https://otl.waternet.nl/def/ff631afd-b4bb-3d3e-a14f-bc2733aa3efa,,,,
bodembescherming,https://otl.waternet.nl/def/89fb6bd9-4ee0-3d4d-a855-653224a3dde5,"Bedekking van de bodem, bijvoorbeeld met stortsteen of zetsteen, die erop gericht is de kwaliteit van de bodem te behouden. (Bron: Waternet)",,,constructiedeel,https://otl.waternet.nl/def/aeb2d67e-dc9a-35a1-8587-a3a0a9686870,https://otl.waternet.nl/def/163a7510-4e37-3da9-a7e7-aeb610b2f9a6,garantie einddatum,date,http://www.w3.org/2001/XMLSchema#date
bodembescherming,https://otl.waternet.nl/def/89fb6bd9-4ee0-3d4d-a855-653224a3dde5,"Bedekking van de bodem, bijvoorbeeld met stortsteen of zetsteen, die erop gericht is de kwaliteit van de bodem te behouden. (Bron: Waternet)",,,constructiedeel,https://otl.waternet.nl/def/aeb2d67e-dc9a-35a1-8587-a3a0a9686870,https://otl.waternet.nl/def/22fe1771-d3c3-3958-873b-e21f8b719b2b,fabrikant,string,http://www.w3.org/2001/XMLSchema#string
